,id,B,S,initial_state,iterations,file,density_evolution
175,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 1]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 0 0 1 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 1 0 0 1 1]
 [0 1 0 1 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n75,"[0.52, 0.72, 0.38, 0.34, 0.31, 0.35, 0.27, 0.28, 0.29, 0.28]"
176,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 0 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 0 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 1 1]
 [1 0 1 1 1 1 1 1 1 1]
 [0 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n76,"[0.48, 0.61, 0.42, 0.42, 0.42, 0.42, 0.44, 0.41, 0.35, 0.39]"
177,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 1 0 1 0 1]
 [1 0 1 0 1 1 0 1 1 0]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 1 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 1 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n77,"[0.5, 0.69, 0.42, 0.36, 0.37, 0.38, 0.43, 0.38, 0.38, 0.38]"
178,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 1 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 0 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 1 0 1 1]
 [0 1 0 0 0 1 1 1 0 1]
 [1 1 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n78,"[0.52, 0.62, 0.52, 0.42, 0.45, 0.43, 0.43, 0.49, 0.41, 0.37]"
179,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 1 0 0 1 1 1]
 [1 0 1 0 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 1 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 0 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n79,"[0.5, 0.65, 0.43, 0.44, 0.45, 0.4, 0.46, 0.4, 0.35, 0.36]"
180,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 0 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 0]
 [0 0 1 1 1 1 1 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 1 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n80,"[0.48, 0.63, 0.48, 0.48, 0.44, 0.43, 0.54, 0.41, 0.49, 0.37]"
181,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 0 1 1 1 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [1 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 1 1 0 1 1 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n81,"[0.52, 0.64, 0.45, 0.46, 0.4, 0.49, 0.39, 0.45, 0.41, 0.46]"
182,<built-in function id>,"(5, 8)","(0, 5)","[[1 0 1 1 0 0 1 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 1 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n82,"[0.5, 0.65, 0.49, 0.53, 0.5, 0.48, 0.41, 0.38, 0.44, 0.39]"
183,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 0 0 0 1 0 0]
 [0 1 0 1 0 1 1 1 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 1 1 1]
 [0 0 0 0 0 0 0 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n83,"[0.48, 0.64, 0.42, 0.44, 0.46, 0.48, 0.41, 0.39, 0.4, 0.42]"
184,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 0 1 0 0 0]
 [1 0 0 1 0 0 0 1 1 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 1 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 1 1 1 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n84,"[0.52, 0.68, 0.44, 0.54, 0.44, 0.38, 0.39, 0.45, 0.38, 0.33]"
185,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 0 1 0 1 0 1 0 1]
 [0 1 0 1 0 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 0 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 1 1 1 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n85,"[0.48, 0.62, 0.46, 0.4, 0.44, 0.47, 0.41, 0.37, 0.38, 0.36]"
186,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 0 1]
 [0 1 0 0 0 1 1 1 0 1]
 [1 0 0 1 1 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n86,"[0.5, 0.68, 0.42, 0.35, 0.4, 0.41, 0.49, 0.28, 0.31, 0.28]"
187,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 0 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 0]
 [0 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n87,"[0.46, 0.66, 0.34, 0.34, 0.33, 0.34, 0.35, 0.35, 0.37, 0.3]"
188,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 1 1 0 0 0 1 0 1]
 [1 0 1 1 1 0 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 0]
 [0 0 1 0 0 0 0 0 1 0]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n88,"[0.46, 0.56, 0.57, 0.43, 0.47, 0.5, 0.45, 0.48, 0.5, 0.5]"
189,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 0 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 0 0 0 1 0 0]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 1 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 1 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n89,"[0.5, 0.66, 0.45, 0.47, 0.43, 0.35, 0.31, 0.34, 0.35, 0.37]"
190,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 0 1 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 1 0 0 0 0 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n90,"[0.5, 0.65, 0.48, 0.5, 0.48, 0.54, 0.43, 0.46, 0.45, 0.48]"
191,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 1 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 1 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 0 1 0 1 1]
 [0 1 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 0 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n91,"[0.5, 0.66, 0.38, 0.41, 0.33, 0.35, 0.34, 0.33, 0.35, 0.32]"
192,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 0 0 0 0 1 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 0 0 1]
 [1 0 0 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n92,"[0.48, 0.63, 0.48, 0.35, 0.34, 0.41, 0.29, 0.3, 0.33, 0.31]"
193,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [1 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 1 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 1 0 0 1 1 1]
 [1 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n93,"[0.54, 0.65, 0.52, 0.37, 0.43, 0.42, 0.36, 0.32, 0.33, 0.33]"
194,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [1 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 0 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 1 1 1]
 [0 1 0 0 0 1 0 0 0 1]
 [1 0 0 0 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n94,"[0.48, 0.61, 0.46, 0.45, 0.53, 0.43, 0.42, 0.39, 0.39, 0.42]"
195,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 0 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 0 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 0]
 [0 1 0 1 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 0 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n95,"[0.46, 0.58, 0.48, 0.49, 0.64, 0.44, 0.26, 0.26, 0.26, 0.26]"
196,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 1 1 0 1]
 [0 1 0 1 1 0 0 1 0 1]
 [0 1 1 1 0 1 1 1 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 1 1]
 [1 0 0 0 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n96,"[0.52, 0.71, 0.34, 0.3, 0.34, 0.32, 0.29, 0.35, 0.26, 0.29]"
197,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 0 0 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 1 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 0]
 [1 1 0 1 1 1 1 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n97,"[0.52, 0.68, 0.39, 0.44, 0.4, 0.43, 0.44, 0.43, 0.44, 0.52]"
198,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 1 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 1]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 1 0 1 1 0 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 1 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 1 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 0 1 0 1]
 [1 0 0 1 0 1 0 0 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n98,"[0.54, 0.66, 0.48, 0.45, 0.42, 0.41, 0.39, 0.38, 0.37, 0.35]"
199,<built-in function id>,"(5, 8)","(0, 5)","[[1 1 0 1 0 1 0 1 0 1]
 [0 1 0 1 1 0 0 1 0 0]
 [0 1 1 1 0 1 1 0 0 0]
 [1 0 0 1 1 0 0 1 1 1]
 [1 0 1 1 1 1 0 1 1 1]
 [1 0 1 0 0 1 1 0 1 1]
 [0 0 0 0 0 0 1 1 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 1 0 0 0 1 1 1 0 1]
 [1 0 0 1 0 1 0 1 1 0]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k1_n99,"[0.52, 0.69, 0.34, 0.34, 0.38, 0.3, 0.28, 0.33, 0.25, 0.27]"
200,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 1 1 0 1 0 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [1 1 1 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 1 0 1]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n0,"[0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46]"
201,<built-in function id>,"(8, 8)","(2, 6)","[[1 0 1 0 1 1 0 0 1 1]
 [0 0 1 0 1 1 0 1 1 1]
 [1 1 0 0 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [0 1 0 1 1 0 0 0 0 1]
 [0 1 1 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 0 1 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n1,"[0.44, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41]"
202,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 0 1 0 1 1 0 1 1 1]
 [1 1 0 1 1 0 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 0 1 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [0 1 1 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 0 0 0 0 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n2,"[0.42, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39]"
203,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 0 1 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 1 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [0 0 1 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 0 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n3,"[0.42, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39]"
204,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 0 1 0 1 1 0 1 1 1]
 [0 1 0 1 0 1 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [0 0 0 1 0 1 0 0 0 1]
 [0 1 1 0 0 0 1 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n4,"[0.44, 0.39, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38]"
205,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 0 1 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 0 1 0 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 1]
 [0 1 0 1 0 1 0 0 0 1]
 [0 1 1 0 0 0 0 0 0 0]
 [1 0 0 0 1 1 1 0 1 0]
 [0 0 0 1 1 1 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n5,"[0.44, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42]"
206,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 1 0 1]
 [0 0 0 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [1 1 0 1 0 0 0 0 0 1]
 [0 1 1 0 0 0 1 0 0 0]
 [1 1 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n6,"[0.46, 0.44, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43]"
207,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 0]
 [0 0 1 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 1 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [0 0 1 0 0 1 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 0 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n7,"[0.42, 0.38, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37]"
208,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 0 1 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 1 1 0]
 [1 1 0 1 1 1 1 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [0 1 1 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 1 1 1 0 0 0]
 [0 1 1 0 1 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n8,"[0.48, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45]"
209,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 1 1 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 1 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 1 0 0 0]
 [0 1 0 1 0 1 0 0 0 1]
 [0 1 1 0 0 0 0 0 0 0]
 [1 0 1 1 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n9,"[0.48, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45]"
210,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 1 1]
 [0 0 1 0 1 0 0 1 1 1]
 [1 1 0 0 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [0 1 0 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 1 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n10,"[0.42, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39]"
211,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 0]
 [0 0 1 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 1 1 0]
 [1 1 0 0 1 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [0 1 1 0 0 0 0 0 0 0]
 [1 0 0 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 0 1 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n11,"[0.42, 0.37, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36]"
212,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 1 1 1 0 0 0 1]
 [1 0 1 0 1 1 0 1 0 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 0 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 1]
 [0 1 1 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 0 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 1 0 0 0 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n12,"[0.44, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41]"
213,<built-in function id>,"(8, 8)","(2, 6)","[[1 1 1 0 1 1 0 0 0 1]
 [0 0 0 0 1 1 0 1 1 1]
 [1 1 0 1 0 0 1 1 1 0]
 [0 0 1 0 1 1 0 0 1 0]
 [1 1 0 1 1 1 0 0 0 0]
 [0 1 0 1 0 0 1 0 0 1]
 [0 0 1 0 0 0 0 0 0 0]
 [1 0 1 0 1 1 1 0 1 0]
 [0 1 0 1 0 1 1 0 0 0]
 [0 1 0 0 0 0 0 0 1 1]]",10,./data/datasets/BISI/dataset11_chaotic/individuals/ca_<built-in function id>_k2_n13,"[0.44, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]"
