,id,life_threshold,death_threshold,size,density,iterations,file,density_evolution
151,1,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_1,"[0.44, 0.63, 0.75, 0.87, 0.95, 0.98, 1.0, 1.0, 1.0, 1.0]"
152,2,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_2,"[0.5, 0.65, 0.7, 0.76, 0.81, 0.84, 0.91, 0.96, 1.0, 1.0]"
153,3,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_3,"[0.53, 0.67, 0.75, 0.82, 0.89, 0.94, 0.98, 1.0, 1.0, 1.0]"
154,4,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_4,"[0.51, 0.66, 0.77, 0.86, 0.92, 0.97, 1.0, 1.0, 1.0, 1.0]"
155,5,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_5,"[0.51, 0.77, 0.92, 0.97, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
156,6,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_6,"[0.61, 0.73, 0.88, 0.97, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
157,7,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_7,"[0.57, 0.67, 0.72, 0.82, 0.91, 0.97, 1.0, 1.0, 1.0, 1.0]"
158,8,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_8,"[0.62, 0.79, 0.89, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
159,9,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_9,"[0.51, 0.65, 0.76, 0.86, 0.95, 0.98, 1.0, 1.0, 1.0, 1.0]"
160,10,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_10,"[0.51, 0.61, 0.67, 0.73, 0.8, 0.9, 0.97, 1.0, 1.0, 1.0]"
161,11,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_11,"[0.53, 0.74, 0.91, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
162,12,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_12,"[0.48, 0.63, 0.71, 0.77, 0.84, 0.91, 0.95, 0.98, 1.0, 1.0]"
163,13,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_13,"[0.47, 0.67, 0.76, 0.85, 0.93, 1.0, 1.0, 1.0, 1.0, 1.0]"
164,14,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_14,"[0.5, 0.63, 0.73, 0.79, 0.88, 0.92, 0.95, 0.99, 1.0, 1.0]"
165,15,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_15,"[0.49, 0.63, 0.75, 0.83, 0.93, 1.0, 1.0, 1.0, 1.0, 1.0]"
166,16,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_16,"[0.5, 0.72, 0.82, 0.92, 0.96, 0.99, 1.0, 1.0, 1.0, 1.0]"
167,17,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_17,"[0.49, 0.69, 0.8, 0.84, 0.88, 0.93, 0.99, 1.0, 1.0, 1.0]"
168,18,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_18,"[0.58, 0.68, 0.74, 0.82, 0.87, 0.92, 0.97, 1.0, 1.0, 1.0]"
169,19,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_19,"[0.46, 0.67, 0.77, 0.89, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0]"
170,20,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_20,"[0.58, 0.72, 0.83, 0.92, 0.97, 1.0, 1.0, 1.0, 1.0, 1.0]"
171,21,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_21,"[0.48, 0.65, 0.74, 0.85, 0.93, 0.97, 1.0, 1.0, 1.0, 1.0]"
172,22,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_22,"[0.46, 0.64, 0.7, 0.81, 0.89, 0.95, 0.99, 1.0, 1.0, 1.0]"
173,23,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_23,"[0.52, 0.63, 0.76, 0.84, 0.88, 0.92, 0.97, 1.0, 1.0, 1.0]"
174,24,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_24,"[0.46, 0.64, 0.77, 0.9, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0]"
175,25,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_25,"[0.47, 0.61, 0.68, 0.76, 0.81, 0.9, 0.95, 0.98, 1.0, 1.0]"
176,26,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_26,"[0.53, 0.63, 0.72, 0.81, 0.88, 0.93, 0.96, 0.98, 1.0, 1.0]"
177,27,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_27,"[0.45, 0.58, 0.6, 0.58, 0.57, 0.59, 0.58, 0.6, 0.6, 0.64]"
178,28,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_28,"[0.45, 0.63, 0.72, 0.81, 0.88, 0.95, 0.98, 1.0, 1.0, 1.0]"
179,29,0,5,10,0.5,10,./data2/dataset4/individuals/ca_pair_5_29,"[0.48, 0.66, 0.78, 0.88, 0.94, 1.0, 1.0, 1.0, 1.0, 1.0]"
180,0,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_0,"[0.55, 0.61, 0.57, 0.55, 0.52, 0.51, 0.49, 0.51, 0.49, 0.51]"
181,1,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_1,"[0.44, 0.66, 0.56, 0.52, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
182,2,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_2,"[0.4, 0.61, 0.56, 0.53, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
183,3,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_3,"[0.52, 0.51, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
184,4,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_4,"[0.57, 0.56, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
185,5,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_5,"[0.53, 0.64, 0.53, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
186,6,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_6,"[0.53, 0.55, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
187,7,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_7,"[0.39, 0.63, 0.58, 0.53, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
188,8,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_8,"[0.55, 0.56, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
189,9,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_9,"[0.49, 0.56, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
190,10,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_10,"[0.45, 0.58, 0.54, 0.51, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
191,11,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_11,"[0.44, 0.62, 0.51, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
192,12,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_12,"[0.53, 0.6, 0.51, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
193,13,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_13,"[0.42, 0.6, 0.55, 0.54, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
194,14,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_14,"[0.5, 0.55, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
195,15,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_15,"[0.52, 0.54, 0.55, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
196,16,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_16,"[0.51, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
197,17,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_17,"[0.46, 0.57, 0.5, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
198,18,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_18,"[0.46, 0.56, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
199,19,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_19,"[0.51, 0.6, 0.52, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
200,20,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_20,"[0.53, 0.57, 0.55, 0.5, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
201,21,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_21,"[0.53, 0.6, 0.54, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
202,22,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_22,"[0.51, 0.59, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
203,23,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_23,"[0.44, 0.59, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
204,24,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_24,"[0.51, 0.58, 0.54, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
205,25,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_25,"[0.46, 0.55, 0.52, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
206,26,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_26,"[0.49, 0.54, 0.53, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
207,27,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_27,"[0.45, 0.61, 0.58, 0.55, 0.53, 0.51, 0.49, 0.51, 0.49, 0.51]"
208,28,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_28,"[0.45, 0.56, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
209,29,0,6,10,0.5,10,./data2/dataset4/individuals/ca_pair_6_29,"[0.42, 0.61, 0.54, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
210,0,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_0,"[0.48, 0.53, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
211,1,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_1,"[0.39, 0.61, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58]"
212,2,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_2,"[0.52, 0.48, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
213,3,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_3,"[0.37, 0.63, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
214,4,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_4,"[0.54, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
215,5,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_5,"[0.52, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
216,6,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_6,"[0.45, 0.55, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
217,7,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_7,"[0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
218,8,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_8,"[0.52, 0.48, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
219,9,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_9,"[0.5, 0.5, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
220,10,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_10,"[0.57, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46]"
221,11,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_11,"[0.5, 0.5, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
222,12,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_12,"[0.55, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
223,13,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_13,"[0.55, 0.45, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44]"
224,14,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_14,"[0.37, 0.63, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58]"
225,15,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_15,"[0.53, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
226,16,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_16,"[0.52, 0.49, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
227,17,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_17,"[0.51, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
228,18,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_18,"[0.49, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
229,19,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_19,"[0.5, 0.54, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
230,20,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_20,"[0.47, 0.53, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46]"
231,21,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_21,"[0.53, 0.5, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
232,22,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_22,"[0.56, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46]"
233,23,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_23,"[0.53, 0.48, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46]"
234,24,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_24,"[0.56, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
235,25,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_25,"[0.44, 0.57, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
236,26,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_26,"[0.57, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
237,27,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_27,"[0.6, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46]"
238,28,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_28,"[0.48, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
239,29,0,7,10,0.5,10,./data2/dataset4/individuals/ca_pair_7_29,"[0.51, 0.52, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
240,0,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_0,"[0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
241,1,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_1,"[0.52, 0.49, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
242,2,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_2,"[0.52, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
243,3,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_3,"[0.44, 0.56, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55]"
244,4,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_4,"[0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
245,5,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_5,"[0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55]"
246,6,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_6,"[0.41, 0.59, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57]"
247,7,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_7,"[0.51, 0.49, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
248,8,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_8,"[0.53, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
249,9,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_9,"[0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
250,10,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_10,"[0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
251,11,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_11,"[0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44]"
252,12,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_12,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
253,13,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_13,"[0.53, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
254,14,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_14,"[0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41]"
255,15,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_15,"[0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
256,16,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_16,"[0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55]"
257,17,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_17,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
258,18,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_18,"[0.53, 0.47, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46]"
259,19,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_19,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
260,20,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_20,"[0.42, 0.58, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
261,21,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_21,"[0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44]"
262,22,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_22,"[0.46, 0.54, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
263,23,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_23,"[0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
264,24,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_24,"[0.42, 0.58, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57]"
265,25,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_25,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
266,26,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_26,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
267,27,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_27,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
268,28,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_28,"[0.39, 0.61, 0.39, 0.61, 0.39, 0.61, 0.39, 0.61, 0.39, 0.61]"
269,29,0,8,10,0.5,10,./data2/dataset4/individuals/ca_pair_8_29,"[0.56, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
270,0,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_0,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
271,1,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_1,"[0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
272,2,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_2,"[0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
273,3,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_3,"[0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43]"
274,4,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_4,"[0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
275,5,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_5,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
276,6,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_6,"[0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
277,7,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_7,"[0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58]"
278,8,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_8,"[0.39, 0.61, 0.39, 0.61, 0.39, 0.61, 0.39, 0.61, 0.39, 0.61]"
279,9,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_9,"[0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
280,10,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_10,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
281,11,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_11,"[0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41]"
282,12,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_12,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
283,13,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_13,"[0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59]"
284,14,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_14,"[0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
285,15,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_15,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
286,16,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_16,"[0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56]"
287,17,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_17,"[0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44]"
288,18,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_18,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
289,19,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_19,"[0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56]"
290,20,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_20,"[0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42]"
291,21,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_21,"[0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57]"
292,22,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_22,"[0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
293,23,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_23,"[0.36, 0.64, 0.36, 0.64, 0.36, 0.64, 0.36, 0.64, 0.36, 0.64]"
294,24,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_24,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
295,25,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_25,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
296,26,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_26,"[0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51]"
297,27,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_27,"[0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
298,28,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_28,"[0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55]"
299,29,0,9,10,0.5,10,./data2/dataset4/individuals/ca_pair_9_29,"[0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56]"
